text,label,source,source_url,author,label_reason
"I went to their yearly indoor conference and to a similar Dutch camp, it's always very fun. Compared to say FOSSDEM, the topics are more political and there are also talks about art and culture. But the best part of it is not the talks, but the super friendly, crazy, diverse people who organise all sorts of crazy things all over the place. Where at FOSSDEM you'd find people wearing Tux shirts talking about code and drinking beer, at CCC you'll find people with bright blue hair making mate slush and Arduino knitting robots. Almost all the talks are in English and it's very international, but there are some things that completely pass you by as a foreigner. It was only because my German friends told me that I attended some impromptu sexism discussion because something happened somewhere, and everyone speaking German was really upset.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9833889,pepijndevos,Broad or confident claim without enough detail in the post text.
"Really fun project and great end result, although sucks you couldn't make use of the original bell. I recently bought an AT&T Traditional 100 touch tone phone with a similar project idea in mind. Fun bonus: the model has a mute button, ringer volume switch, and redial. I really really want to be able to make use the original ringer, but I haven't got anywhere with the electronics. Did you learn anything about activating the ringer with an arduino, or did you know from the beginning that you had to cut it due to space constraints?",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9611007,fiatpandas,Broad or confident claim without enough detail in the post text.
"True, but the website is shit, just like the arduinosrl.it website. You can definitely tell the difference. Feels like a dodgy website. I think a break away from that name will do them good. It will take some time but it's for the best.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9560535,imdsm,Broad or confident claim without enough detail in the post text.
"It's not clever at all. Genuino sounds like a cheap knock off, like countless other *duinos: http://en.wikipedia.org/wiki/List_of_Arduino_boards_and_comp... arduino.cc has stated that they're not fans of spawn-offs with that suffix: >Note that while we don't attempt to restrict uses of the ""duino"" suffix, its use causes the Italians on the team to cringe (apparently it sounds terrible); you might want to avoid it. (It's also trademarked by a Hungarian company.) Source: http://www.arduino.cc/en/Main/FAQ",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9559645,provemewrong,Broad or confident claim without enough detail in the post text.
"16-17 is a little too old for Scratch. I've run dozens of Scratch workshops, and they've managed to deeply engage the students, but they work best with kids under 13 or so. Web programming, RPG Maker/Game Maker, Python/Ruby, Processing, and Arduino are some platforms that work better with teenagers.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9549346,GuiA,Broad or confident claim without enough detail in the post text.
"I tried a Macbook Air keyboard this weekend, and I came running back to my T410. This keyboard has the best feel in my opinion. I think I might buy one as a replacement part from China and hook it up to an Arduino and make an mini wireless keyboard.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9531403,boobsbr,Broad or confident claim without enough detail in the post text.
"Rather difficult to extinguish an open source project that in no way depends on Microsoft. The most annoying thing they could do is unsign the drivers somehow (difficult, since programming is done over a generic FTDI chip or directly in the case of the Mega32U4) and force people to develop using a different platform. I suppose if everyone hopped on the Windows bandwagon and then Microsoft pulled their project, it would be an issue. For instance if suddenly you no longer had access to the services, but that's not really a killer. You can buy Arduino clones from China - I've never paid the 'official' Arduino or Sparkfun mark up. You can make your own minimalistic board since the bootloader is freely available. You could even go barebones and learn to code for AVR chips without Arduino getting in the way (it's cheaper and leaner). Worst case everyone runs to OS X and Linux.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9464217,joshvm,Broad or confident claim without enough detail in the post text.
"Absolutely. Arduino (both of them) have dropped the ball. Atmels are great for small low-everything projects. But once you move up to dealing with more complex data, they just don't have the horsepower... And when they do, you end up with the Arduino Yun, which is a binary blob of closed sourceness. Might as well go with a RasPi/uno combo for best of both worlds. Since the Chinese have been innovating here a lot, here's some links to get you started. And yes, I like AliExpress and Ali Baba. Pro mini $1.68 http://www.aliexpress.com/item/Pro-Mini-Module-Atmega328-5V-... Nano $2.52 http://www.aliexpress.com/item/1PCS-Nano-3-0-controller-comp... Uno $3.15 http://www.aliexpress.com/item/Best-prices-UNO-R3-MEGA328P-f... Mega $9.85 http://www.aliexpress.com/item/Freeshipping-Mega-2560-R3-Meg...",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9232394,kefka,Broad or confident claim without enough detail in the post text.
"See also: http://hackaday.com/2015/02/25/arduino-v-arduino/ http://hackaday.com/2015/03/12/arduino-v-arduino-part-ii/ Note that the arduino.cc store is out of stock of pretty much everything, which makes sense if Arduino Srl is no longer manufacturing anything for them: http://store.arduino.cc/category/11 Additionally, tinkerkit.com (Arduino LLC's line of branded sensors for Arduino boards) has been down for at least a year now, which sucks, since that's where all the example code and datasheets are kept. We've seen sales for those drop through the floor. The legal battle seems to have significantly impacted operations at Ardunio LLC, to the point that they're not really a functioning company anymore.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9232210,ceequof,Broad or confident claim without enough detail in the post text.
"This isn't exactly news, that model has been at $350 for a while. It's not like RPi suddenly introduced a 16GB model at a ridiculous price due to having forgotten about low cost stuff. The 16GB model was originally $85 iirc. Then the memory shortage hit. They could either withdraw the 16GB model (maybe screwing over some people who absolutely had to have it) or raise the price for those with urgent enough requirements. They did the latter. Me, I'd like to see some large MCU's (let's say a little above RP2350 / ESP32 level) with a few MB of memory, but with memory protection, like old fashioned Vaxes with that much memory. That would allow running multiprocessing OS's where the processes couldn't easily clobber each other like on the current stuff. Many programs don't require GB's of ram.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48482743,throwaway81523,Broad or confident claim without enough detail in the post text.
"Oh, these days I still suck at code. And with the bot, I can hammer out a project for ESP32 or a Pi Pico in no time. (I didn't even put together the dev environment for that. I had the bot do it.) And because I still suck at code: If I want to create something myself, then I still get to do that with a Linux box using unix methods. That all said: I do enjoy working with RP2040 PIO assembler sometimes. The combination of its severe limitations and robustly resolute timing makes it both approachable, and fun. :) Anyway, I think all methods are OK. There's no reason to judge them. (I think it's also OK to just use a computer to read Facebook, or as a porn machine, or to become an Amish leatherworker and leave all of this digital nonsense behind.)",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48443987,ssl-3,Broad or confident claim without enough detail in the post text.
Hopefully comparable or better than ESP32S3. But with the weird alignment thing fixed,unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48386830,bobmcnamara,Broad or confident claim without enough detail in the post text.
"Low latency in Bluetooth audio comes down to codecs and the best are proprietary. If you want to really cut down latency and need wireless with hardware like this, you could use a second ESP32 and send your own bitstream between them.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48386740,oritron,Broad or confident claim without enough detail in the post text.
"ESP32 can run FreeRTOS, and I think people nowadays have no idea how much stuff we could do in MS-DOS PCs even with all their limitations for the epoch. ESP32 hardware is much better than they used to be. Not everything needs to be under Linux monoculture, thankfully.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48320067,pjmlp,Broad or confident claim without enough detail in the post text.
"Look up DOOM Esp32 for numerous examples of doom running on a $2 microcontroller. Also see this article on the types of arm cortex chips actually found in a disposable vape pen: https://blog.jgc.org/2026/01/theres-ridiculous-amount-of-tec... If someone hasn't gotten native doom to run in a vape, I think I have my next weekend project.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48201817,LarsDu88,Broad or confident claim without enough detail in the post text.
"Same & amen. I won’t even buy anything like a Sonos/Homepod, etc. again either. Sonos (the curse, then the blessing, lol) permanently turned me off anything but OSS/DIY IoT stuff. The great thing is, between ESP 32’s, Pi’s, OSS, cheap Ali components & 3d printing, you can have something you actually totally own & control in your house, rather than some remotely cloud locked subscription garbage & normally with better features for a similar, or sometimes lower initial cost. Sorry cloud providers, but you all burnt (nuked) your bridges and I have zero interest in seeing them rebuilt. I’m more than happy on my own little island! Tinfoil hatted me would wonder if this might be why they are so desperate to try and ensure local LLM’s never become a thing…",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48089692,christoph,Broad or confident claim without enough detail in the post text.
"I am serving a small web interface to control my shutters on an esp32. I even did the experiment to not parse the request and just always respond with the same response, so a webserver for a single page can be trivial (you would have embed images and all other resources into the html then). But of course I am parsing the request, because I need separate routes for the page and for the actions. Since this is on my home lan it doesn't even need ssl. I guess as long as the traffic is low, an esp32 might be able to do ssl. For me that isn't relevant because it isn't on the internet and when I want to connect to it from outside my home lan, I just use wireguard.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48067190,stkdump,Broad or confident claim without enough detail in the post text.
"Yes it does, my LimeSDR can go to 100khz. If you need less, just get a piezoelectric transducer paired with signal generator like arduino or esp32, might add drive circuit/gate driver to improve it. It’s very doable, and you can programmatically troll the system knowing the algo, and I am saying “troll” but obviously you can have serious use of that.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=48042229,tamimio,Broad or confident claim without enough detail in the post text.
"The Pi4 shim actually exposes USB device as well. This works way, way better (and IMHO mostly because wired network is better than wireless for latency, ESP32’s feeble CPU aside)",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=47978664,qdotme,Broad or confident claim without enough detail in the post text.
"I've answered some down the tree a bit for the inspirational use case for it. Since I built it, I've started seeing it as a hammer for many nail-like problems - I think that would die down over time; but.. I have my ESP32 ""pendrive"" that's net-synced. I have used it to install OS through UEFI-built-in initiator. I have added iSCSI targets to my windows laptop machine (and VMs) - while you need to deal with disconnects and reconnects, it actually works well enough. It is a terrible idea, that doesn't sound as terrible for odd use-cases. But yes, the ESP32 over 2.4GHz over 3G internet is slow as molasses (20-30kB/s) - but when the alternative is 0.. or walking over there with a laptop, it works OK.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=47974401,qdotme,Broad or confident claim without enough detail in the post text.
"Very good article! Anecdote about this summary at the bottom: > This setup gives you the best of both worlds: ESP-IDF and FreeRTOS manage Wi-Fi, BLE, and system tasks on Core 0, while Core 1 runs your bare-metal Rust code at full speed with zero scheduler interference. I am doing something somewhat like this, but with separate MCUs instead of separate cores. I flashed Esp-Hosted-MCU onto an ESP-32 (C3, but any including S3 will work). This is official firmware which turns the ESP into a ""radio co-processor"", so you can treat it like a SPI or UART Wi-Fi/BLE chip. On another MCU (STM32), I run bare-metal firmware in rust which talks to the radio over SPI. Wi-Fi uses the ESP IDF, and BLE uses standard HCI commands.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=47916246,the__alchemist,Broad or confident claim without enough detail in the post text.
"Useful overview of PCBWay's capabilities. I might consider switching from JLCPCB. Design critique - I would put the mounting holes further from the board edge, for added strength. The screw heads are going to overhang a certain amount anyway. I suspect more and more hobbyists are using 3.3V microcontrollers like the ESP32, Raspberry Pi Pico, and countless Adafruit offerings. Unless you know your project won't need much processing power, I don't see much reason to use a 5V ""ATmega..."" -based Arduino these days. Much easier to use a cheap £2 32-bit overkill processor than to deal with running out of RAM, etc. Also, most advanced sensors I've seen have 3.3V logic levels now.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=47775161,Liftyee,Broad or confident claim without enough detail in the post text.
"Velxio 2.0 is live. A free, open-source emulator for 19 embedded boards: Arduino, ESP32, Raspberry Pi, RISC-V , running real compiled code in your browser. The best part: it's fully local. No cloud dependency. No student accounts. No data leaving your network. Self-hostable with a single Docker container. Universities and bootcamps can deploy it on their own servers and give every student access to a complete embedded development environment, for free. I've been working on this for over a year, and just shipped v2.0 with ESP32 emulation (via QEMU), a custom RISC-V core, and Raspberry Pi 3 support that runs real Python",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=47548356,dmonterocrespo,Broad or confident claim without enough detail in the post text.
"If it's actually using radio, almost certainly there is a radio receiver unit at your furnace which converts the radio commands to simple voltages on physical wires, likely to power a 24v solenoid. All you need to do is hook in a esp32 or similar to also send those voltages when it receives a command.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=47507103,IncreasePosts,Broad or confident claim without enough detail in the post text.
Reverse Engineering the ESP32-C3 Wi-Fi Drivers for Static Worst-Case Analysis,unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=46665309,timschmidt,Broad or confident claim without enough detail in the post text.
its a usb hid keyboard to Amiga keyboard converter. Microcontroller used is _over_ 16 times faster than A500 CPU making this pretty ridiculous.,unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9921179,rasz_pl,Broad or confident claim without enough detail in the post text.
"Something a lot of bitcoiners don't seem to realize: the security of a blockchain is entirely due to the fact that it is too expensive to attack it. If your blockchain is ""secured"" by a motley bunch of ragtag microcontrollers, the first guy to point an ASIC at this chain can 51% attack it willy-nilly and render the blockchain useless. PS. This is not a theoretical statement. It has happened to numerous altcoins. PPS. In case it needs spelling out, the fact that its too expensive to attack the blockchain means that it is even more expensive to secure it (because miners need to make a profit).",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9743214,microarchitect,Broad or confident claim without enough detail in the post text.
"The first computer I programmed was a Z80 micro-controller connected to some basic peripherals (LED readout, sensors, actuators, stepper motors, potentiometers, etc...). There was no compiler, no assembler; nothing but a keypad to enter the instructions into memory and a button to start execution. The CPU was less powerful than any of the x86 32bit chips that were widely available at the time, but as a kid it still really gave me the idea that whatever I could think of, I could make a computer do. I'd agree, understanding things at a really basic level first helped me to better understand things at a higher level later on. It probably helps me to keep in mind what a computer actually needs to do to run code as well. I think it's probably one of the reasons Knuth uses MIX in TAOCP .",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9709129,uxcn,Broad or confident claim without enough detail in the post text.
"A small detail that has been missed by most responses to the question is OP isn't asking how to learn how to write the best possible 2015 C code for 2015 C tasks, but asked for reverse engineering previously written code (perhaps written VERY long ago). Depending on the age and quality of the code OP is reverse engineering, learning a very modern style of coding might somewhat oppose OPs goal. I'd advise OP to rephrase the question to something like ""I really want to learn how unixv6 works as a retro computing hobby project and I want to know what books the authors of unixv6 originally read to learn C"". Or ""I want to eventually be able to reverse engineer stereotypical 90s/00s microcontroller code so I want to know what textbooks an average EE used to learn C in that era""",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9334122,VLM,Broad or confident claim without enough detail in the post text.
"I think something like this would be better than a Pi to get people into electronics, as theres no OS to concern yourself with. If you want to make a small electronic gadget, something like a microcontroller makes more sense, as it'd be _much_ lower power than a Pi. And additionally you could generate more accurate timing signals for things like VGA etc, than with a Pi.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9190335,deutronium,Broad or confident claim without enough detail in the post text.
"Because free time is something disproportionately available to the privileged. I grew up in a household where money, even if it wasn't abundant, wasn't a huge concern, so I could spend my time outside of school learning math/computers. I've never had to keep a part-time job to put food on the table, spend anhours walking because I couldn't afford gas, or generally be forced to trade my time for money at a terrible ratio. There are people who have, many of whom are likely a better candidate than me, who might just not have the time or mental energy to get home and spend 6 hours hacking on microcontrollers.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9174120,japesinator,Broad or confident claim without enough detail in the post text.
"I heard cars use a network of microcontrollers because operating systems are not real-time enough (process timesharing). They would probably only use an OS for the in-car display, like Tesla does (Ubuntu), which obviously isn't (shouldn't be) critical for the other functions of the car.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9073364,aselzer,Broad or confident claim without enough detail in the post text.
"I didn't know Brian Kernighan was RaspberryPi fan: http://swag.raspberrypi.org/products/babbage-bear Great interview, the next video should be awesome as well.",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9972163,tambourine_man,Short project reaction or lightweight response.
"Yep, I've been running Node.js on a Raspberry Pi with Arch Linux ARM embedded project for a couple months now. It works great, other than the startup time for Node being pretty rough.",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9952542,rhinoceraptor,Short project reaction or lightweight response.
"I think that this is awesome. I see this as a very affordable board in between Arduino and RaspberryPi. Also, competition is always good.",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9948077,acangiano,Short project reaction or lightweight response.
I have been it watching it since the first episode when it was launched and I am totally hooked to the show. Some of the tech/jargon they mention are highly accurate and I really enjoy that. The last episode even had Raspberry Pi and also Python [0]. Pretty cool! [0] - http://i.imgur.com/cGN3FQw.jpg,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9937684,avinassh,Short project reaction or lightweight response.
The OpenELEC set top box Linux distro has the new Isengard version of Kodi: http://openelec.tv/news It works great on my Raspberry Pi 2,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9927408,SEJeff,Short project reaction or lightweight response.
"I love all these hardware hacking options! I wish someone would do a project-based one for the raspberry pi, though.",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9893868,StoneTable,Short project reaction or lightweight response.
This looks great! Looking forward to hooking up my RaspberryPi with this!,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9892248,jalfresi,Short project reaction or lightweight response.
"This is crazy awesome. Since it uses h264, I wonder how well a Raspberry Pi would work as a client machine. Heck, you might be able to do a whole LAN party just with PI's.",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9866286,xhrpost,Short project reaction or lightweight response.
"This is interesting. I've had success in the past at running Hy [1] (a Lisp running on Python) on a Raspberry Pi as well. This could be a nice, speedier alternative, however you lose the Python ecosystem. [1] http://hylang.org",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9499070,acron0,Short project reaction or lightweight response.
Last year I wrote a script to output in morse the ip address of a headless raspberry pi on startup. I have never needed it but it's cool. https://gist.github.com/rnhmjoj/11143783,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9453176,rnhmjoj,Short project reaction or lightweight response.
"You can also run Plan 9 on the Raspberry Pi, apparently - http://www.plan9.bell-labs.com/wiki/plan9/raspberry_pi/ The Aijuboard has lots of cool features like non-usb full gigabit ethernet though. I'm also curious of the kind of things you could do with the FPGA too.",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9438464,deutronium,Short project reaction or lightweight response.
"I'd love to see tech to power something like a raspberry pi 2b + eink + light wifi using kinetic energy (walk, handcrank,...).",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9374786,agumonkey,Short project reaction or lightweight response.
"Very neat :) I've built some small projects using a Raspberry Pi, so always looking forward to learning more. PS, I just put in my email.",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9366086,supster,Short project reaction or lightweight response.
"I went one step further and built a Canadian that was built on x64, ran on raspberry pi, and targeted teensy cortex m4! https://github.com/jwatte/teensy-canadian",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9362099,jwatte,Short project reaction or lightweight response.
Grab a raspberry pi 2 starter kit. I just ordered one for $84.99 shipped from Amazon. The damn thing runs on Linux now. I'm about to have a lot of fun with some raspberry pi projects!,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9347988,gt565k,Short project reaction or lightweight response.
"Cool, didn't know that. Seems like the hardware has to be modified and it only supports 0-1V though: http://raspberrypi.stackexchange.com/questions/8757/using-pi...",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9320269,aselzer,Short project reaction or lightweight response.
"Electronics. I got started with a spare Raspberry Pi a friend gave me. I got hooked and test as much things I can get my hands on. I now have a BeagleBone Black, a few Arduinos on the way and lots of sensors. There are a lot of interesting small projets you can do with small electronics.",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9263886,Fradow,Short project reaction or lightweight response.
This is awesome. Animations like these would work really well on embedded platforms like Arduino/RaspberryPi/etc.,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=9259727,emranemran,Short project reaction or lightweight response.
Show HN: TinyPilot – Build a KVM over IP using a Raspberry Pi,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=23927380,mtlynch,HN story/project announcement.
Show HN: GreenPiThumb – A Raspberry Pi Gardening Bot,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=14644539,mtlynch,HN story/project announcement.
Show HN: I hacked my microwave with a Raspberry Pi,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=6025221,nathan_f77,HN story/project announcement.
Show HN: Enviro+ for Raspberry Pi – Environmental sensors,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=20185182,whiskers,HN story/project announcement.
"Show HN: I built a desktop radiation monitor with Raspberry Pi, brass and wood",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=23756964,chrisys,HN story/project announcement.
Show HN: Raspberry Pi 400 with a $2 IPS 240x240 micro display,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=25566132,sgroppino,HN story/project announcement.
"Show HN: Pi-C.A.R.D, a Raspberry Pi Voice Assistant",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=40346995,nkaz123,HN story/project announcement.
Show HN: Oberon System 3 runs natively on Raspberry Pi 3 (with ready SD card),showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=47739174,Rochus,HN story/project announcement.
I built a amp+cab+effects simulator for guitar on a Raspberry Pi 4B,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=22918112,fivedogit,HN story/project announcement.
Show HN: Icepi Zero – The FPGA Raspberry Pi Zero Equivalent,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=44115853,Cyao,HN story/project announcement.
Show HN: Hacking an ultrasound probe with a Raspberry Pi and low-cost hardware,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=14869138,kelu124,HN story/project announcement.
Still no love for WPA3 on the Raspberry Pi 5,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=38170980,picture,Short project reaction or lightweight response.
Show HN: Multi-room audio with Snapcast and Raspberry Pi,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=23278754,elgfare,HN story/project announcement.
How we built a Smart Office system based on Raspberry Pi,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=12771201,dragonbonheur,HN story/project announcement.
MirkoPC – a Raspberry Pi CM4-powered computer made in Poland,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=26858614,geerlingguy,Short project reaction or lightweight response.
Show HN: FPGA Ultrasound Imaging on a Raspberry Pi,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=16962695,kelu124,HN story/project announcement.
Show HN: Tracking my local bus with a RaspberryPi,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=33464492,fersarr,HN story/project announcement.
"Show HN: An open-source, Raspberry-Pi-based Siri alternative",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=7546858,shbhrsaha,HN story/project announcement.
I built a DIY license plate reader with a Raspberry Pi and machine learning,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=22398872,GrassFedAltCoin,HN story/project announcement.
Show HN: A low power 1U Raspberry Pi cluster server for inexpensive colocation,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=27862967,postpawl,HN story/project announcement.
Ask HN: Share Your Raspberry Pi Project,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=14856277,samayshamdasani,HN story/project announcement.
"I built a $5k Raspberry Pi server (yes, it's ridiculous)",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=29253928,geerlingguy,HN story/project announcement.
Show HN: Streaming Raspberry Pi games to a Game Boy Advance,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=27806952,rodri042,HN story/project announcement.
Show HN: Visual Studio Code for Chromebooks and Raspberry Pi,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=12956566,headmelted,HN story/project announcement.
"Oracle built a 1,060 node Raspberry Pi cluster",showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=21598404,whalesalad,HN story/project announcement.
Show HN: Interactive pinout for the Raspberry Pi Pico 2,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=44491709,gadgetoid,HN story/project announcement.
OpenMANET Wi-Fi HaLow open-source project for Raspberry Pi–based MANET radios,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=45920677,hexmiles,HN story/project announcement.
Xen Project officially ports its hypervisor to Raspberry Pi 4,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=24627745,sohkamyung,HN story/project announcement.
Show HN: Hacking a Raspberry Pi into a wireless airplay speaker,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=4977548,jordn,HN story/project announcement.
Show HN: I made my Raspberry Pi a secret phone homing server,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=5890983,xs,HN story/project announcement.
Way to keep your cool running a Raspberry Pi 4 (2019),showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=23473848,guiambros,Short project reaction or lightweight response.
Orange Pi 5 Is a Great and Fast Alternative to the Raspberry Pi 4,showcase_reaction,Hacker News Algolia,https://news.ycombinator.com/item?id=35298339,LinuxBender,Short project reaction or lightweight response.
